Název souboru,Odkaz,Název,Kategorie
VY_32_INOVACE_24-03.pdf,https://drive.google.com/file/d/1_ltYWnzeF9CxKNW8TtXEqOpHP0LHoUJY/view?usp=drivesdk,"Zkoušky technických kapalin, zk. maziv","STT, KOM"
VY_32_INOVACE_11-08.pdf,https://drive.google.com/file/d/1eG5aatEkmEM3MbS6pFiKe6-dq3oBxjet/view?usp=drivesdk,Výpočty napětí a deformací,"SPS, MEC, CAD"
VY_32_INOVACE_21-03.pdf,https://drive.google.com/file/d/1sTUXcH_CUoHTI0a1ZcXd9LkNBsipXiuj/view?usp=drivesdk,"Svařitelnost, technologické zásady, příprava materiálu","STT, KOM"
VY_32_INOVACE_24-02.pdf,https://drive.google.com/file/d/1DOTwIStLAMXFo-AheA258PIXDfzHqvZ4/view?usp=drivesdk,"Zkoušky technických kapalin, měření viskozity","STT, KOM"
VY_32_INOVACE_21-02.pdf,https://drive.google.com/file/d/1CIQJymgBhYXVDA3agVpBmIa1qi5b_-JZ/view?usp=drivesdk,Rozdělení a druhy svařování,"STT, KOM"
VY_32_INOVACE_24-01.pdf,https://drive.google.com/file/d/1tc_8a5afZOUeBPo4rr7lzhAx2LXZ3r06/view?usp=drivesdk,"Zkoušky technických kapalin, měření hustoty","STT, KOM"
VY_32_INOVACE_23-20.pdf,https://drive.google.com/file/d/1E-L7gWtUT2NPnVWLwnAi7E_6zsdfHWed/view?usp=drivesdk,"Nedestruktivní defektoskopie, magnetodefektoskopie","STT, KOM"
VY_32_INOVACE_20-20.pdf,https://drive.google.com/file/d/1dLxsb8NUPM5loZ1RnmoPUeBeUjheH1Nt/view?usp=drivesdk,Zkoušky tvárnosti,"STT, KOM"
VY_32_INOVACE_23-19.pdf,https://drive.google.com/file/d/1p2400i_sbqfRomGKBPfLyGcoqY_6rbtJ/view?usp=drivesdk,"Nedestruktivní defektoskopie, radiodefektoskopie","STT, KOM"
VY_32_INOVACE_20-19.pdf,https://drive.google.com/file/d/1KAc3CY61uJVVz6chIKPkQ0v-O558uQWl/view?usp=drivesdk,Tváření závitů,"STT, KOM"
VY_32_INOVACE_23-18.pdf,https://drive.google.com/file/d/1QifY5RHS5ismoaPFUabXyfw9ovMUdrNq/view?usp=drivesdk,"Nedestruktivní defektoskopie, zk. zvukem a ultrazvukem","STT, KOM"
VY_32_INOVACE_23-17.pdf,https://drive.google.com/file/d/1Ktno7jBxFI3qKOuM8j7ku-ugdR_KleUl/view?usp=drivesdk,"Nedestruktivní defektoskopie, zk. kapilární","STT, KOM"
VY_32_INOVACE_20-16.pdf,https://drive.google.com/file/d/1cije6i3OQz4cuANcDjTh_N5OnXeY7-F5/view?usp=drivesdk,Konstrukce tažných nástrojů,"STT, KOM"
VY_32_INOVACE_23-15.pdf,https://drive.google.com/file/d/1KuuzlKWJct9CRyD4pFzYVXLsRCyuO0UP/view?usp=drivesdk,Zkoušky druhu materiálu zk. jiskrová,"STT, KOM"
VY_32_INOVACE_20-15.pdf,https://drive.google.com/file/d/1V7IjqvpvBMtQpd6yYbAAmdQFgIuiN4VR/view?usp=drivesdk,Tažení,"STT, KOM"
VY_32_INOVACE_23-14.pdf,https://drive.google.com/file/d/1vSvR4NL5kZUYdwoqtIwtVUQ3Zl1oWH4m/view?usp=drivesdk,"Zkoušky technologické, zk. slévárenské","STT, KOM"
VY_32_INOVACE_20-14.pdf,https://drive.google.com/file/d/1Lquo59BH501nYRMwgnHQpgKZOXP9fs0r/view?usp=drivesdk,Konstrukce ohýbacích nástrojů,"STT, KOM"
VY_32_INOVACE_23-13.pdf,https://drive.google.com/file/d/1is-0yO7xc3uFnBNneisc3IeSViFBLyBD/view?usp=drivesdk,"Zkoušky technologické, zk. Prokalitelnosti","STT, KOM"
VY_32_INOVACE_20-13.pdf,https://drive.google.com/file/d/1NumPviqN0KeYbtZjDCJefNMYsxYk9Io_/view?usp=drivesdk,Ohýbání,"STT, KOM"
VY_32_INOVACE_23-12.pdf,https://drive.google.com/file/d/1sXfth1OEFNRAntAKufru7tZPSPs5lNKz/view?usp=drivesdk,"Zkoušky technologické, zk. plechů, drátů, plochého a tyčového materiálu","STT, KOM"
VY_32_INOVACE_20-12.pdf,https://drive.google.com/file/d/1yw4xHT03kM13DL0YXq1gdY4Uk-_-Vepi/view?usp=drivesdk,Přesný střih,"STT, KOM"
VY_32_INOVACE_23-11.pdf,https://drive.google.com/file/d/12JLhze4Iw1k-4LlEOcDsT2qIHxNS4g4i/view?usp=drivesdk,"Kontrola a měření tvrdosti, zk. odrazové a jiné","STT, KOM"
VY_32_INOVACE_23-10.pdf,https://drive.google.com/file/d/1n2HO-Yggp9bWU9caiIfUX5xmGhKqcGUH/view?usp=drivesdk,"Kontrola a měření tvrdosti, zk. vnikací","STT, KOM"
VY_32_INOVACE_20-10.pdf,https://drive.google.com/file/d/1CzBb4WkbeZT7683XfQFYnytXAMSEEiLx/view?usp=drivesdk,Střihání,"STT, KOM"
VY_32_INOVACE_23-09.pdf,https://drive.google.com/file/d/1cNAm-1e6Wwfc_1v5uHdal4qtMht54_Mz/view?usp=drivesdk,"Pevnostní zkoušky dynamické, únava materiálu","STT, KOM"
VY_32_INOVACE_16-13.pdf,https://drive.google.com/file/d/1Jc9KPa0u0qr2JGc0fNe5V16pvsXXr68h/view?usp=drivesdk,Výkresová dokumentace sestav II,"SPS, MEC, CAD"
VY_32_INOVACE_16-12.pdf,https://drive.google.com/file/d/18FBV7Q1lq7EEzvZoyETB38-f_Rwb6zsD/view?usp=drivesdk,Výkresová dokumentace sestav I,"SPS, MEC, CAD"
VY_32_INOVACE_23-08.pdf,https://drive.google.com/file/d/1yMzfX_lT-Vb1U6aUTX_FavoQ11k0e-p1/view?usp=drivesdk,"Pevnostní zkoušky dynamické, zk. houževnatosti","STT, KOM"
VY_32_INOVACE_20-09.pdf,https://drive.google.com/file/d/1u72f4juz-ShCG6iwnyCVHiKlxOle3URD/view?usp=drivesdk,"Tváření za studena, přehled , rozdělení","STT, KOM"
VY_32_INOVACE_20-08.pdf,https://drive.google.com/file/d/1Uy-Jb5khTynAck322HbES8VpWuUmMiwH/view?usp=drivesdk,Zvláštní způsoby tváření za tepla,"STT, KOM"
VY_32_INOVACE_23-07.pdf,https://drive.google.com/file/d/1vkVgcKF7UPmCdNak99DwKqSg-2Ut-ki_/view?usp=drivesdk,Pevnostní zkoušky statické,"STT, KOM"
VY_32_INOVACE_10-16.pdf,https://drive.google.com/file/d/19Oj8N1KaROe4QS6LgfHtjsUffJKyjQmZ/view?usp=drivesdk,Stabilita těles,"SPS, MEC, CAD"
VY_32_INOVACE_20-07.pdf,https://drive.google.com/file/d/11QJtnyiLfC2I116gJOIraaTxUsfIonnj/view?usp=drivesdk,"Zápustky, rozdělení , úpravy","STT, KOM"
VY_32_INOVACE_23-06.pdf,https://drive.google.com/file/d/1l_ZslEAVqe7zLbsGZagilH1bPZHFXNuf/view?usp=drivesdk,Kontrola a měření řezných nástrojů,"STT, KOM"
VY_32_INOVACE_20-06.pdf,https://drive.google.com/file/d/1W1qa3g5EbShCGf428WLG5MkB6pxjyOZH/view?usp=drivesdk,Návrh zápustky,"STT, KOM"
VY_32_INOVACE_23-05.pdf,https://drive.google.com/file/d/15e5WJujGKaOmp21hfbrOM_CKwheV6SOs/view?usp=drivesdk,"Kontrola a měření ozubených kol, házivost, profil zubů","STT, KOM"
VY_32_INOVACE_20-05.pdf,https://drive.google.com/file/d/1iC_w0jduq9xatx0IwjHEcCQ9AFvO1oBr/view?usp=drivesdk,Návrh výkovku,"STT, KOM"
VY_32_INOVACE_20-04.pdf,https://drive.google.com/file/d/13UNKTD_wS6RItpyhVJeLTQmgvV9lUAnc/view?usp=drivesdk,"Tváření za tepla, zápustkové kování","STT, KOM"
VY_32_INOVACE_10-12.pdf,https://drive.google.com/file/d/1nrRFYeW_PFD-MlEiUtNg9HqS_4ssIYdv/view?usp=drivesdk,Momen síly vzhledem k bodu,"SPS, MEC, CAD"
VY_32_INOVACE_20-03.pdf,https://drive.google.com/file/d/1NT3vBCvneAkudkCPyjStmgufA8yPm-Lj/view?usp=drivesdk,"Tváření za tepla, volné kování","STT, KOM"
VY_32_INOVACE_20-02.pdf,https://drive.google.com/file/d/14qERh4VRCUqWkeVbIFYDvDS84dy7bpeg/view?usp=drivesdk,Stroje pro tváření,"STT, KOM"
VY_32_INOVACE_23-01.pdf,https://drive.google.com/file/d/1Jrspo1cadZAEXm1dMpNAqLbaZzB1iHhw/view?usp=drivesdk,Kontrola a měření stoupání a středního průměru závitu,"STT, KOM"
VY_32_INOVACE_20-01.pdf,https://drive.google.com/file/d/1nP4UtG91eDO5XkOEjE9FfO2yDgsggOyn/view?usp=drivesdk,"Teorie tváření, zákony, rozdělení, základní pojmy","STT, KOM"
VY_32_INOVACE_22-20.pdf,https://drive.google.com/file/d/190FDyM3SKKcpsAc4WQ6HYYP1Nho_-S74/view?usp=drivesdk,Kontrola rovinnosti ploch,"STT, KOM"
VY_32_INOVACE_19-20.pdf,https://drive.google.com/file/d/1tInevbL-dgHQ11X6lLlqtyLmuVdTYFEs/view?usp=drivesdk,"Obrábění vysokými rychlostmi, Rapid prototyping","STT, KOM"
VY_32_INOVACE_22-19.pdf,https://drive.google.com/file/d/1nzWZsXyCIqW8hdm9ySOWkA2hUpkYq-b7/view?usp=drivesdk,Kontrola a měření sklonů,"STT, KOM"
VY_32_INOVACE_19-19.pdf,https://drive.google.com/file/d/1Cac-KVDNQTQRFvtakHfUi5MKtRRUoFU3/view?usp=drivesdk,Výroba ozubení – shrnutí,"STT, KOM"
VY_32_INOVACE_22-18.pdf,https://drive.google.com/file/d/1_lbDZJMMWvyCmjcrl8fEXY3csDLO5jT7/view?usp=drivesdk,Kontrola a měření úhlů,"STT, KOM"
VY_32_INOVACE_10-08.pdf,https://drive.google.com/file/d/142lhAGSzqLWduzjLZequp_LTnZv80AmK/view?usp=drivesdk,Určení výslednice soustavy sil působících ve společném působišti mající různý směr,"SPS, MEC, CAD"
VY_32_INOVACE_19-18.pdf,https://drive.google.com/file/d/1nBCnNTLa2ttGlbV0z-l7x5yMAoGa_ZMs/view?usp=drivesdk,Výroba závitů – shrnutí a doplnění,"STT, KOM"
VY_32_INOVACE_22-17.pdf,https://drive.google.com/file/d/1r5lhp-8iMBJeav4xU7cFc5h858IrRh9q/view?usp=drivesdk,Kalibry na kontrolu kuželů a kalibry zvláštní,"STT, KOM"
VY_32_INOVACE_19-17.pdf,https://drive.google.com/file/d/1oJlEf07mbKt9ZgeeZ9fwhItUP6CvaIaj/view?usp=drivesdk,Fyzikální metody obrábění 2,"STT, KOM"
VY_32_INOVACE_22-16.pdf,https://drive.google.com/file/d/1QBA2Kx7bjTXg1bVg_rhzOcpK1rXpE4mN/view?usp=drivesdk,Kalibry na kontrolu vnitřních rozměrů,"STT, KOM"
VY_32_INOVACE_19-16.pdf,https://drive.google.com/file/d/1GFDonb3c9n21GQRACg7zohFkXChXUvVh/view?usp=drivesdk,Fyzikální metody obrábění 1,"STT, KOM"
VY_32_INOVACE_16-02.pdf,https://drive.google.com/file/d/1K-IE9GSNtcQMBra1axUVQfDxk7_iCXEa/view?usp=drivesdk,Skicovací nástroje II,"SPS, MEC, CAD"
VY_32_INOVACE_10-07.pdf,https://drive.google.com/file/d/19but1ViHQDBrQ-2uQKQ5ws0ZqEe3dEqC/view?usp=drivesdk,"Rozklad síly do dvou směrů, početně","SPS, MEC, CAD"
VY_32_INOVACE_10-06.pdf,https://drive.google.com/file/d/1OwqE5BVoOoJJlFIZX7RMzfYDzyoqVPxh/view?usp=drivesdk,"Rozklad síly do dvou směrů, graficky","SPS, MEC, CAD"
VY_32_INOVACE_19-15.pdf,https://drive.google.com/file/d/1yomxcNjQQ6Sl7bfvpgNH-spejxZxr76H/view?usp=drivesdk,Dokončovací metody obrábění 2,"STT, KOM"
VY_32_INOVACE_22-14.pdf,https://drive.google.com/file/d/1-sjPAcSzGP1NoWJ09_ry615FIexs5Chv/view?usp=drivesdk,"Měření odchylek, komparátory s pneumatickým převodem","STT, KOM"
VY_32_INOVACE_19-14.pdf,https://drive.google.com/file/d/14SpyBpq94gY3wTSqqp3vH2TV6bjjblyZ/view?usp=drivesdk,Dokončovací metody obrábění 1,"STT, KOM"
VY_32_INOVACE_19-13.pdf,https://drive.google.com/file/d/13bgfvFaaY0uaPK6PywYx8JYApWUvrrRs/view?usp=drivesdk,Broušení,"STT, KOM"
VY_32_INOVACE_22-12.pdf,https://drive.google.com/file/d/1NPTVY97gk9LeAiNUJ6qIsFol1doZdeZf/view?usp=drivesdk,"Měření odchylek, komparátory s mechanickooptickým převodem","STT, KOM"
VY_32_INOVACE_19-12.pdf,https://drive.google.com/file/d/10-1kZXkRmAz1HJROOn97RjwiyIutdpV1/view?usp=drivesdk,"Protahování, protlačování","STT, KOM"
VY_32_INOVACE_22-10.pdf,https://drive.google.com/file/d/1IvjjWHqV7H912yO-J68qRQfX_ua9R6_-/view?usp=drivesdk,"Měření délkových rozměrů, mikrometry","STT, KOM"
VY_32_INOVACE_19-10.pdf,https://drive.google.com/file/d/1QBaKHTAdeB3-Z9HjrZtCdoG3BZwckNYP/view?usp=drivesdk,"Vrtání, vyvrtávání, vyhrubování, vystružování","STT, KOM"
VY_32_INOVACE_10-02.pdf,https://drive.google.com/file/d/1CxtpI_CYQjae4T7-RA6Nvoz_K7pyYRXE/view?usp=drivesdk,Určení síly v rovině a prostoru,"SPS, MEC, CAD"
VY_32_INOVACE_22-09.pdf,https://drive.google.com/file/d/1rctlIPCgjgthguaTVv9wamPzm2mtD7ka/view?usp=drivesdk,"Měření délkových rozměrů, měřidla s noniem","STT, KOM"
VY_32_INOVACE_19-09.pdf,https://drive.google.com/file/d/1Roe3G44qB5qii4ZSUcPEtFDm1KE5NBJ6/view?usp=drivesdk,Frézování,"STT, KOM"
VY_32_INOVACE_22-08.pdf,https://drive.google.com/file/d/1rtVDtJZinmlZDmvLP6UzS2VOZ2lTL5HL/view?usp=drivesdk,"Měření délkových rozměrů, základní měrky","STT, KOM"
VY_32_INOVACE_19-08.pdf,https://drive.google.com/file/d/1-0_1o4d2fupx_PamGvJxeo_-XREh8ncE/view?usp=drivesdk,Soustružení,"STT, KOM"
VY_32_INOVACE_15-16.pdf,https://drive.google.com/file/d/18Lgtm8CT7_Amr6rNmWrjzxQd44AGjEMZ/view?usp=drivesdk,Vačkové mechanizmy,"SPS, MEC, CAD"
VY_32_INOVACE_22-07.pdf,https://drive.google.com/file/d/1waPIGe-jVGDe5wtz6t4lF-PEl1CAyAJs/view?usp=drivesdk,Měření vlhkosti,"STT, KOM"
VY_32_INOVACE_19-07.pdf,https://drive.google.com/file/d/1oNWLrGGBE78vUabfhU07y-kA97phBN26/view?usp=drivesdk,"Silové poměry, tepelná bilance","STT, KOM"
VY_32_INOVACE_22-06.pdf,https://drive.google.com/file/d/1RXW2dmV1XDz5ytBbu7bXgj5oEnYMowV5/view?usp=drivesdk,"Měření tlaku, deformační, pístové a jiné tlakoměry","STT, KOM"
VY_32_INOVACE_19-05.pdf,https://drive.google.com/file/d/1QCyecKkLuK7yL12WjqB_uDiD2AL-3KHs/view?usp=drivesdk,"Trvanlivost, obrobitelnost, opotřebení břitu","STT, KOM"
VY_32_INOVACE_22-05.pdf,https://drive.google.com/file/d/1kl57Vx1D6eAYxy6olYoNlWLZyFEew6WL/view?usp=drivesdk,"Měření tlaku, kapalinové tlakoměry","STT, KOM"
VY_32_INOVACE_19-04.pdf,https://drive.google.com/file/d/1a9Pn7kVda9N_nVrcY5nW1U9RQLBZ0M2i/view?usp=drivesdk,"Mechanika tvoření třísky, nárůstek, lamače třísek","STT, KOM"
VY_32_INOVACE_22-03.pdf,https://drive.google.com/file/d/14kJ29bJ3O4_tJ66UVkAlbpuUb217ZnHl/view?usp=drivesdk,"Měření teploty, kontaktní","STT, KOM"
VY_32_INOVACE_19-03.pdf,https://drive.google.com/file/d/1sFNVyW1IMZ25xZz3hpGEtPsnGp26ABjm/view?usp=drivesdk,Nástrojové řezné materiály,"STT, KOM"
VY_32_INOVACE_22-02.pdf,https://drive.google.com/file/d/1Zc1B1OlBF86T0bGMtjRnrrVzdkrH4_ro/view?usp=drivesdk,"Bezpečnost práce v laboratoři, 1.pomoc","STT, KOM"
VY_32_INOVACE_19-02.pdf,https://drive.google.com/file/d/1uzA4Vtcb_Z2HfXOZ7IW5-b2bfCqq_Yxk/view?usp=drivesdk,"Geometrie břitu, hlavní části nástroje, IT a Ra","STT, KOM"
VY_32_INOVACE_22-01.pdf,https://drive.google.com/file/d/1S-0wcbPQV8t8Ctvfn9BlJlxKXAGjLOW4/view?usp=drivesdk,"Úvod, seznámení s učivem, literatura, laboratorní řád, formální úprava technických zpráv","STT, KOM"
VY_32_INOVACE_19-01.pdf,https://drive.google.com/file/d/1xEqS4N6nE9v_wM3G4qH9otHyJtrDT1hQ/view?usp=drivesdk,"Přehled metod, základní pojmy","STT, KOM"
VY_32_INOVACE_15-11.pdf,https://drive.google.com/file/d/1E16PcvO9ixlwIVuRgGTS4OWRTesHEmUU/view?usp=drivesdk,Variátory,"SPS, MEC, CAD"
VY_32_INOVACE_09-16.pdf,https://drive.google.com/file/d/1zdQm6rk01PytVzVDX5USa_aNUJQleKS5/view?usp=drivesdk,"Přetlaková parní turbína, p + c","SPS, MEC, CAD"
VY_32_INOVACE_18-20.pdf,https://drive.google.com/file/d/1nPvNPIhMJkFHeUdGQF5IQnIW8P-jF0YM/view?usp=drivesdk,Šablony tabulek přířezů,"SPS, MEC, CAD"
VY_32_INOVACE_13-02.pdf,https://drive.google.com/file/d/1DhWnfZTY3l4c4kl8PGkxqm2ggB6hchZ7/view?usp=drivesdk,"Druhy šroubů a matic, třídy pevnosti","SPS, MEC, CAD"
VY_32_INOVACE_13-01-01.pdf,https://drive.google.com/file/d/125Cvtl5D-un-v_X2Zd009tQGvOcpYfXi/view?usp=drivesdk,,"SPS, MEC, CAD"
VY_32_INOVACE_18-19.pdf,https://drive.google.com/file/d/1WfAgWKpJDYpxzou08MCPyyhzwGvRdHF_/view?usp=drivesdk,Šablony kusovníků,"SPS, MEC, CAD"
VY_32_INOVACE_15-10.pdf,https://drive.google.com/file/d/1lNayA6csgszhjOEIuFL4KvxPAvgsPBP7/view?usp=drivesdk,Řetězové převody,"SPS, MEC, CAD"
VY_32_INOVACE_18-18.pdf,https://drive.google.com/file/d/1SjCSej4NErdTSTnCqSD2jw7Ck6Udr89q/view?usp=drivesdk,Uživatelské vlastnosti ve výkresech,"SPS, MEC, CAD"
VY_32_INOVACE_13-01.pdf,https://drive.google.com/file/d/1lfcmRnJ0XWIx_qPBNHy2_0P7o-07Fbq_/view?usp=drivesdk,Šroubové spoje - základní pojmy,"SPS, MEC, CAD"
VY_32_INOVACE_18-17.pdf,https://drive.google.com/file/d/1OF8pz3HxIrfuMWxDyYm1zYh-cJC_nz8p/view?usp=drivesdk,Formáty výkresu,"SPS, MEC, CAD"
VY_32_INOVACE_18-16.pdf,https://drive.google.com/file/d/1lo48lEmjI0xT4uGHBJmIlEXWWM4wY_ij/view?usp=drivesdk,Šablona výkresu,"SPS, MEC, CAD"
VY_32_INOVACE_18-15.pdf,https://drive.google.com/file/d/1Zc1T0MtfXqTqtE__6J1vjxIbVE8YtIWB/view?usp=drivesdk,Šablona sestavy,"SPS, MEC, CAD"
VY_32_INOVACE_18-13.pdf,https://drive.google.com/file/d/1LPFRx6yY-vuN-BPJGo7HqD_7ojLrGOxl/view?usp=drivesdk,Významné vlastnosti a nastavení dokumentů,"SPS, MEC, CAD"
VY_32_INOVACE_18-12.pdf,https://drive.google.com/file/d/13QreoGwrDZY1bJjYe11lnYCjl60Nw5Qb/view?usp=drivesdk,Nastavení parametrického modeláře,"SPS, MEC, CAD"
VY_32_INOVACE_18-10.pdf,https://drive.google.com/file/d/1aNnIpkTkiTUZiOsTSp0zBDLym00xDa7f/view?usp=drivesdk,Publikování projektů a jeho využití I,"SPS, MEC, CAD"
VY_32_INOVACE_18-06.pdf,https://drive.google.com/file/d/1qRGD18ZRLQpCfyuYh9TTC0cRoQStI04g/view?usp=drivesdk,Vizualizace II,"SPS, MEC, CAD"
VY_32_INOVACE_18-04.pdf,https://drive.google.com/file/d/1UPQr6HQkddFFyDiO53RVkG2ZsxP9hdIv/view?usp=drivesdk,Normalizované prvky II,"SPS, MEC, CAD"
VY_32_INOVACE_18-02.pdf,https://drive.google.com/file/d/1b41DyHZ9iIpdrKqJ_NyS7lzv6gWgeEMz/view?usp=drivesdk,Normalizované díly II,"SPS, MEC, CAD"
VY_32_INOVACE_15-04.pdf,https://drive.google.com/file/d/10DzstNv2ptMlab9sqa8BX9VFhqL28cbt/view?usp=drivesdk,Silové poměry v čelním soukolí,"SPS, MEC, CAD"
VY_32_INOVACE_12-03.pdf,https://drive.google.com/file/d/1VZFohIkz0TCOQy1VLtRk-zgpRbHfMF-A/view?usp=drivesdk,Pohyb po kružnici rovnoměrný,"SPS, MEC, CAD"
VY_32_INOVACE_17-19.pdf,https://drive.google.com/file/d/1ZXc_OKFmiCii4yKr_zGTsE4PbEC4X0eA/view?usp=drivesdk,Bloky I,"SPS, MEC, CAD"
VY_32_INOVACE_15-03.pdf,https://drive.google.com/file/d/1ZUro33DhseILmYLu4901F83rW_SACwgJ/view?usp=drivesdk,Čelní soukolí se šikmými zuby,"SPS, MEC, CAD"
VY_32_INOVACE_09-07.pdf,https://drive.google.com/file/d/1nmqUoZThBOui11tYVWaGLDE7FeODK1XY/view?usp=drivesdk,Axiální turbokompresory,"SPS, MEC, CAD"
VY_32_INOVACE_17-18.pdf,https://drive.google.com/file/d/1n8E24WZNcIlFWc7WlPJjVB3qiW5dO9H9/view?usp=drivesdk,Konfigurace III,"SPS, MEC, CAD"
VY_32_INOVACE_15-02.pdf,https://drive.google.com/file/d/1SU5XQj1a1VWDvWLD7sSRMZnYKfLdWJ7J/view?usp=drivesdk,Čelní soukolí s vnějším přímým ozubením,"SPS, MEC, CAD"
VY_32_INOVACE_17-17.pdf,https://drive.google.com/file/d/1TUr00mnBVeuX-wazoPpELWHq6OUiTc8e/view?usp=drivesdk,Konfigurace II,"SPS, MEC, CAD"
VY_32_INOVACE_17-16.pdf,https://drive.google.com/file/d/1jeXvTCU_QwtTjlH5smRz8-yt1a65fX_i/view?usp=drivesdk,Konfigurace I,"SPS, MEC, CAD"
VY_32_INOVACE_11-20.pdf,https://drive.google.com/file/d/1Ygxz9pU8zZZ9YmucNhDoyOMH_-Hu28o8/view?usp=drivesdk,"Wöhlerova křivka, únava materiálu, Smithův a Haigův diagram materiálu, Smithův a Haigův diagram skutečné součásti, kontrola dynamicky namáhaných součástí","SPS, MEC, CAD"
VY_32_INOVACE_17-15.pdf,https://drive.google.com/file/d/1Fkren1OZ-RMNtFhNgAqaXEF2boMf3S5w/view?usp=drivesdk,Simulace,"SPS, MEC, CAD"
VY_32_INOVACE_11-19.pdf,https://drive.google.com/file/d/1LdIpW061TE232zR76Wym2PgfIkQxVPVe/view?usp=drivesdk,"Cyklické namáhání, stanovení meze únavy součásti","SPS, MEC, CAD"
VY_32_INOVACE_17-14.pdf,https://drive.google.com/file/d/1J7FtHc-IKNaJa5LKDnDopw8mtBhjGz7w/view?usp=drivesdk,Speciální plechové díly,"SPS, MEC, CAD"
VY_32_INOVACE_11-18.pdf,https://drive.google.com/file/d/1yFqeBVSp5Oz7vmubVOQlU_YFyl-0F9dy/view?usp=drivesdk,"Cyklické namáhání, druhy cyklických namáhání, stanovení meze únavy vzorku","SPS, MEC, CAD"
VY_32_INOVACE_17-13.pdf,https://drive.google.com/file/d/1sCMwC3p35ol6tAczDgF4rpZBrklqv2k1/view?usp=drivesdk,Svařované konstrukce prutové II,"SPS, MEC, CAD"
VY_32_INOVACE_11-17.pdf,https://drive.google.com/file/d/11YYvFRUGR9fG9gf-nMTTKEp9TdWVfnOa/view?usp=drivesdk,"Vzpěr, mezní stav stability, pevnostní podmínky pro tlak, nepružný a pružný vzpěr","SPS, MEC, CAD"
VY_32_INOVACE_11-16.pdf,https://drive.google.com/file/d/1MC5TiioPZeElWnr8QBuCG2BrGE-YuGaD/view?usp=drivesdk,"Složená namáhání, redukované namáhání","SPS, MEC, CAD"
VY_32_INOVACE_17-12.pdf,https://drive.google.com/file/d/11yja7Xy7-PYi-YpGNYpf_Xo-McbIEk6U/view?usp=drivesdk,Svařované konstrukce prutové I,"SPS, MEC, CAD"
VY_32_INOVACE_17-11.pdf,https://drive.google.com/file/d/1CilbNXH7c7X2TwhMwWMXkfhzGtJi4G7Q/view?usp=drivesdk,3D skici,"SPS, MEC, CAD"
VY_32_INOVACE_11-15.pdf,https://drive.google.com/file/d/1Pzd332DoXoyGnvtFWJYTzTPYav5dLi4d/view?usp=drivesdk,Nosníky – stejné pevnosti,"SPS, MEC, CAD"
VY_32_INOVACE_17-10.pdf,https://drive.google.com/file/d/19gjvINjLduWveLNolDPmH2dwMpCfIwth/view?usp=drivesdk,Křivky II,"SPS, MEC, CAD"
VY_32_INOVACE_11-14.pdf,https://drive.google.com/file/d/12B6pA9FDVlYlU1gVqxqgDkQDMMPhcOYt/view?usp=drivesdk,Nosníky – průběh ohybového momentu a posouvající síly,"SPS, MEC, CAD"
VY_32_INOVACE_17-09.pdf,https://drive.google.com/file/d/1iYj7-fC4BQHe-b486pBzD5vuidntyi-6/view?usp=drivesdk,Křivky I,"SPS, MEC, CAD"
VY_32_INOVACE_11-13.pdf,https://drive.google.com/file/d/1EVh2UedO-ej9H8aVMGfhWuKxJOxa7VKy/view?usp=drivesdk,"Základní druhy namáhíní, OHYB. Výpočet napětí, rozložení po průřezu, deformace, výpočet rozměrů","SPS, MEC, CAD"
VY_32_INOVACE_08-20.pdf,https://drive.google.com/file/d/1Y29AZ49tz2Ta7saWC-Oybl3ATpUzVG4q/view?usp=drivesdk,Řídící jednotka,"SPS, MEC, CAD"
VY_32_INOVACE_17-08.pdf,https://drive.google.com/file/d/1lR64oeSYnqeEaPAg2jjVbZKMh1FM2CWX/view?usp=drivesdk,Kombinace plošného a objemového modelování,"SPS, MEC, CAD"
VY_32_INOVACE_11-12.pdf,https://drive.google.com/file/d/1XPDE5ZtZKm7wSMrfVv7TWmFQq7ULLlc8/view?usp=drivesdk,"Základní druhy namáhání, KRUT. Výpočet napětí, rozložení po průřezu, deformace, výpočet rozměrů","SPS, MEC, CAD"
VY_32_INOVACE_17-07.pdf,https://drive.google.com/file/d/13Aiks78OihB9yPJ7u6BN6_ShdN9n_jli/view?usp=drivesdk,Modelování povrchů III,"SPS, MEC, CAD"
VY_32_INOVACE_11-11.pdf,https://drive.google.com/file/d/1VdGrEF4yFuvmCriZMn52QW2HDI8Z8gnI/view?usp=drivesdk,Steinerova věta a průřezové moduly,"SPS, MEC, CAD"
VY_32_INOVACE_17-06.pdf,https://drive.google.com/file/d/1Dt4j5yo7-lFsNT8PC6qUoMhd3srTUw6p/view?usp=drivesdk,Modelování povrchů II,"SPS, MEC, CAD"
VY_32_INOVACE_11-10.pdf,https://drive.google.com/file/d/1EVMDIP8FjnFGb3Iw_vvSe0s7a1WHeA6B/view?usp=drivesdk,Průřezové charaktristiky základních profilů,"SPS, MEC, CAD"
VY_32_INOVACE_17-03.pdf,https://drive.google.com/file/d/1rcLclIfRGTCdbhbfyNhwUuq_K75PeLb5/view?usp=drivesdk,Speciální prvky modelování II,"SPS, MEC, CAD"
VY_32_INOVACE_11-07.pdf,https://drive.google.com/file/d/1E9JNzXtYkNO73RDDHVE229Cec664d21C/view?usp=drivesdk,"Základní druhy namáhíní, SMYK","SPS, MEC, CAD"
