Název souboru,Odkaz,Název,Kategorie
VY_32_INOVACE_35-20.pdf,https://drive.google.com/file/d/1hGC34F6Qi0AbqyUuAMID_cewl0IQBRdk/view?usp=drivesdk,Možnosti publikování informací v síti Internet II.,VYT
VY_32_INOVACE_28-01.pdf,https://drive.google.com/file/d/18bCBnQFq407ZAfndm7wyX53sSvw4VMWC/view?usp=drivesdk,Historie výpočetní techniky,VYT
VY_32_INOVACE_20-11.pdf,https://drive.google.com/file/d/16r3TY9c0WabMrwmVzla9oIIoRDSw22Iv/view?usp=drivesdk,"Určení těžiště střižných sil, funkční rozměry nástrojů","STT, KOM"
VY_32_INOVACE_35-19.pdf,https://drive.google.com/file/d/1gJGgtMR7FXlJKeHHiPEinO_u2MkxEEWu/view?usp=drivesdk,Možnosti publikování informací v síti Internet I.,VYT
VY_32_INOVACE_35-18.pdf,https://drive.google.com/file/d/1fRzk_VpmI7eYglqs_A9BTzIF4om_pYSA/view?usp=drivesdk,Formuláře v (X)HTML III.,VYT
VY_32_INOVACE_35-17.pdf,https://drive.google.com/file/d/1D9ayr24x9vAjsU_1Reit_fl-OVsP2aS7/view?usp=drivesdk,Formuláře v (X)HTML II.,VYT
VY_32_INOVACE_27-19.pdf,https://drive.google.com/file/d/1XV871C1XmLE6trqCexmv7YQebF2DTAMU/view?usp=drivesdk,Práce s obrazovými body,VYT
VY_32_INOVACE_35-16.pdf,https://drive.google.com/file/d/1IOvXgnCz03N4gsgsy247YPDqIwPDDGc5/view?usp=drivesdk,Formuláře v (X)HTML I.,VYT
VY_32_INOVACE_27-18.pdf,https://drive.google.com/file/d/1VBKURh1XEqaYsPRwT7PZQZrcS2Ik9ecQ/view?usp=drivesdk,Práce s grafikou,VYT
VY_32_INOVACE_27-17.pdf,https://drive.google.com/file/d/1Zn7wIhfLiBh_2yTaGV6GTFFNpVGqOBK7/view?usp=drivesdk,Víceřádkové vstupy – komponenta ComboBox,VYT
VY_32_INOVACE_35-14.pdf,https://drive.google.com/file/d/1fMVrHBmopSralMlv3Wjp1HBeE2utHrAp/view?usp=drivesdk,Tabulky,VYT
VY_32_INOVACE_35-13.pdf,https://drive.google.com/file/d/1FJQWSRF3nX12El3dy5Dl043MaJEssgV3/view?usp=drivesdk,Víceúrovňové seznamy,VYT
VY_32_INOVACE_27-16.pdf,https://drive.google.com/file/d/1uA8ORz_NEhOoArzKGlDWhUpF8Go5zLRa/view?usp=drivesdk,Víceřádkové vstupy – komponenta ListBox,VYT
VY_32_INOVACE_27-15.pdf,https://drive.google.com/file/d/1MZVseJhxdPd6GUm6E4whi1J762mHw3-z/view?usp=drivesdk,Víceřádkové vstupy – komponenta Memo,VYT
VY_32_INOVACE_35-12.pdf,https://drive.google.com/file/d/1iNtZHsHEN9nJ8Ria2qbgF1D8hajo295z/view?usp=drivesdk,Seznamy,VYT
VY_32_INOVACE_35-11.pdf,https://drive.google.com/file/d/1NdAorn21_ijLOIx-ybHsicETKI3Sqrgb/view?usp=drivesdk,Propojení elektronických dokumentů (odkazy) II.,VYT
VY_32_INOVACE_27-14.pdf,https://drive.google.com/file/d/1Ty6YQQrNbOmosVzmHNGY3Z805-l9q-5L/view?usp=drivesdk,Tlačítka,VYT
VY_32_INOVACE_23-04.pdf,https://drive.google.com/file/d/10DG8EEypGIZm2s2RqNR0ACn2z2dLEHta/view?usp=drivesdk,"Kontrola a měření ozubených kol, tlouštˇka zubu, rozteč","STT, KOM"
VY_32_INOVACE_35-10.pdf,https://drive.google.com/file/d/1aXkW5CHqUd5OIkq6M32Ez2E62KnMSPHt/view?usp=drivesdk,Propojení elektronických dokumentů (odkazy) I.,VYT
VY_32_INOVACE_27-12.pdf,https://drive.google.com/file/d/1dBSlZuAkhHJnxWv2F3TpJIRGcb1OGxzn/view?usp=drivesdk,Komponenta CheckBox,VYT
VY_32_INOVACE_35-09.pdf,https://drive.google.com/file/d/1rYbu4j0wWL45U8UGUbeN4L2mCpslIEzc/view?usp=drivesdk,Obrázky na webové stránce,VYT
VY_32_INOVACE_27-11.pdf,https://drive.google.com/file/d/1WRYnDmfBauHJD1sG-iy2b8l6yaIYTG3C/view?usp=drivesdk,Komponenta SpinEdit,VYT
VY_32_INOVACE_35-08.pdf,https://drive.google.com/file/d/1cg2vPf9EW87u_8LD25qkYBPvnJfSaomD/view?usp=drivesdk,Základní sémantické elementy pro práci s textem III.,VYT
VY_32_INOVACE_27-10.pdf,https://drive.google.com/file/d/17RWrLzLSRsebUHCUDqPivy55FV-ok4fT/view?usp=drivesdk,Nástroje pro práci s textem,VYT
VY_32_INOVACE_35-07.pdf,https://drive.google.com/file/d/1FhdWAZsBLD0_3-y59eCRUSZ2e24PgJX2/view?usp=drivesdk,Základní sémantické elementy pro práci s textem II.,VYT
VY_32_INOVACE_35-06.pdf,https://drive.google.com/file/d/1nSUoIKbCgtAxPn4ZRxCgy0POpZ6sc5um/view?usp=drivesdk,Základní sémantické elementy pro práci s textem I.,VYT
VY_32_INOVACE_27-08.pdf,https://drive.google.com/file/d/1JYiQYerq_TXCx2Yt6agAzo0XWamBN-TS/view?usp=drivesdk,Komponenta Edit,VYT
VY_32_INOVACE_35-05.pdf,https://drive.google.com/file/d/16lltbuXZL62M7aWXGem0-APhAKdZJz2Z/view?usp=drivesdk,Validita (X)HTML dokumentu,VYT
VY_32_INOVACE_27-07.pdf,https://drive.google.com/file/d/1KQ4QeUrgoiK_ek0q8IBiuPO4UcUsoCZR/view?usp=drivesdk,Komponenta Label,VYT
VY_32_INOVACE_35-04.pdf,https://drive.google.com/file/d/1PF_nyh4xZc9QNDN2s2-UimGzZdYETSkc/view?usp=drivesdk,Meta data,VYT
VY_32_INOVACE_35-03.pdf,https://drive.google.com/file/d/1wfqE6mHKS74jaBCESDh2ZT2xX9YV_woM/view?usp=drivesdk,Struktura (X)HTML dokumentu,VYT
VY_32_INOVACE_27-05.pdf,https://drive.google.com/file/d/1Sy5C5vZRr_2ECp392oIgAZ-TNUcisHlH/view?usp=drivesdk,Událostmi řízené programování,VYT
VY_32_INOVACE_35-02.pdf,https://drive.google.com/file/d/1GzD5Iq8_32wqQpsj_u_G3FovwdTt1YQs/view?usp=drivesdk,Princip značkovacích jazyků,VYT
VY_32_INOVACE_27-04.pdf,https://drive.google.com/file/d/1F_GbeFrGsCUcL9qMeV2Tk2juKtnC9Q_L/view?usp=drivesdk,Základní vlastnosti okna,VYT
VY_32_INOVACE_35-01.pdf,https://drive.google.com/file/d/1JJzzcOBOf-lCDb261_0Fw4NsQGb4Jcw6/view?usp=drivesdk,Tvorba dokumentů na webu,VYT
VY_32_INOVACE_27-03.pdf,https://drive.google.com/file/d/1Ygy4OtOq7Ms6FMHOJ03fCZcwlQ_fiSHp/view?usp=drivesdk,Principy rychlého vývoje aplikací (RAD),VYT
VY_32_INOVACE_27-02.pdf,https://drive.google.com/file/d/1xW9W6jtNOIDaM9Z_iKlTZA3ygDFPv2Y1/view?usp=drivesdk,Vývojové prostředí (IDE),VYT
VY_32_INOVACE_34-20.pdf,https://drive.google.com/file/d/1a8iwQxRnsqrkYOqQLdX2G-Jv6thXNRfp/view?usp=drivesdk,Využití FTP klientů,VYT
VY_32_INOVACE_27-01.pdf,https://drive.google.com/file/d/1MfVvKdeezA5QzisZWgzMcj56Bdla9kk-/view?usp=drivesdk,Rozdíly mezi programování pro DOS a Windows,VYT
VY_32_INOVACE_34-19.pdf,https://drive.google.com/file/d/1FzC8t-OlR1fGl2DiSxJeHhnSoo2A3oTg/view?usp=drivesdk,Přenos dat protokolem FTP,VYT
VY_32_INOVACE_34-18.pdf,https://drive.google.com/file/d/1jNhuU68cjTrRYimUR4KN6shhJGuIYAcn/view?usp=drivesdk,Charakteristika služby WWW,VYT
VY_32_INOVACE_26-20.pdf,https://drive.google.com/file/d/16qkauMB7AWeGdoVMi5VruoxvP_LYzph3/view?usp=drivesdk,Objektově orientované programování,VYT
VY_32_INOVACE_34-17.pdf,https://drive.google.com/file/d/1-WQZ5wjNCnY_AqyUdayquSLNH4_4YpNU/view?usp=drivesdk,Protokoly elektronické pošty,VYT
VY_32_INOVACE_26-19.pdf,https://drive.google.com/file/d/1U9vyQ3B0DeSU75PA0lkOPgosZSa86MQR/view?usp=drivesdk,Programové jednotky,VYT
VY_32_INOVACE_34-16.pdf,https://drive.google.com/file/d/13k3Iz6QSefSOLfLzjTKm39bc4YAUYaTQ/view?usp=drivesdk,Email,VYT
VY_32_INOVACE_22-13.pdf,https://drive.google.com/file/d/1j66Ouhtugcr61ljv43iPOtymkwO1H-41/view?usp=drivesdk,"Měření odchylek, komparátory s mechanickoelektrickým převodem","STT, KOM"
VY_32_INOVACE_26-17.pdf,https://drive.google.com/file/d/1MlKQ6CW0vTqM1scpwYN0b0DR0G0QAs91/view?usp=drivesdk,Funkce,VYT
VY_32_INOVACE_34-14.pdf,https://drive.google.com/file/d/1_40s7EtwNWvHS5RWxinfx5EwJ-3XamP0/view?usp=drivesdk,IP adresy,VYT
VY_32_INOVACE_26-16.pdf,https://drive.google.com/file/d/1nxdV1Qb_wk1XerMB9rbcNYVt-8N1GOaO/view?usp=drivesdk,Procedury,VYT
VY_32_INOVACE_22-11.pdf,https://drive.google.com/file/d/1w4IsaUvBkZMtvvm52_jlcxt_kAMyRgK8/view?usp=drivesdk,"Měření odchylek, komparátory s mechanickým převodem","STT, KOM"
VY_32_INOVACE_26-15.pdf,https://drive.google.com/file/d/1j8_dJqqxAYnSS8dHqLN7nOu_YMfpod3a/view?usp=drivesdk,Globální a lokální proměnné,VYT
VY_32_INOVACE_34-12.pdf,https://drive.google.com/file/d/1X8yIsgsGssNWjTya-nqNIJ0gDAysw4Fb/view?usp=drivesdk,Vrstvový model TCP/IP,VYT
VY_32_INOVACE_26-14.pdf,https://drive.google.com/file/d/1ZYZGx5BHJlAYt11BOVd0upArMSa5XZhq/view?usp=drivesdk,Podprogramy,VYT
VY_32_INOVACE_34-11.pdf,https://drive.google.com/file/d/11FLJuuVeplwIXa_y0RX0PLYJNAznlYS8/view?usp=drivesdk,Síťová architektura,VYT
VY_32_INOVACE_26-13.pdf,https://drive.google.com/file/d/1ZjfHnGvsxroJP1qaan97XWXZprKA0nEL/view?usp=drivesdk,Hromadný příkaz,VYT
VY_32_INOVACE_34-10.pdf,https://drive.google.com/file/d/1HdaRkGCaspcwTX4PMFrUvs6DOXbusndP/view?usp=drivesdk,Aktivní síťové prvky,VYT
VY_32_INOVACE_26-12.pdf,https://drive.google.com/file/d/1oxsQK-NlBl73w5PbrE_og7YTSM8hyu3l/view?usp=drivesdk,Objekt,VYT
VY_32_INOVACE_34-09.pdf,https://drive.google.com/file/d/1qDj5XV717Im_bTsEUkPoWY9_vOOUhTQ2/view?usp=drivesdk,Pasivní síťové prvky,VYT
VY_32_INOVACE_34-08.pdf,https://drive.google.com/file/d/1WQzg79Xyn0zJWS8NbKeSsMXXP3WnuOOv/view?usp=drivesdk,Sítě se strukturovanou kabeláží,VYT
VY_32_INOVACE_26-10.pdf,https://drive.google.com/file/d/12N9z-zNACWlP5miZ_0wCZ-KercIQiaWf/view?usp=drivesdk,Záznam,VYT
VY_32_INOVACE_34-07.pdf,https://drive.google.com/file/d/1CHof9wWkMrEVOp98TsOC32AIEpaxmy4N/view?usp=drivesdk,Topologie Hvězda,VYT
VY_32_INOVACE_26-09.pdf,https://drive.google.com/file/d/1ub_qSdx_OhQQhL-Ys0GnOAIqaMduNSlM/view?usp=drivesdk,Typové a netypové soubory,VYT
VY_32_INOVACE_34-06.pdf,https://drive.google.com/file/d/1cQvZPqjHwC4IbMpUt5K-CwzGJYUPUPMc/view?usp=drivesdk,Sběrnicová topologie,VYT
VY_32_INOVACE_26-08.pdf,https://drive.google.com/file/d/1D9WjBrl336yhVpKOO2DWR3d6hOm4s2aX/view?usp=drivesdk,Textové soubory,VYT
VY_32_INOVACE_34-05.pdf,https://drive.google.com/file/d/1AsrWvkGzlClDRzWPg4DISYrdKbKNvoB6/view?usp=drivesdk,Topologie počítačových sítí,VYT
VY_32_INOVACE_26-07.pdf,https://drive.google.com/file/d/197mvtr7z26XIsI9D3TiyunR4fGew_h3L/view?usp=drivesdk,Práce se soubory,VYT
VY_32_INOVACE_34-04.pdf,https://drive.google.com/file/d/1-LzLttqlfQhV0H-2pPBIVMMDHM2YxPIH/view?usp=drivesdk,Rozdělení počítačový sítí,VYT
VY_32_INOVACE_26-06.pdf,https://drive.google.com/file/d/1KVlz69DvHzxq2PAoaQfETj_aWRYLiJO1/view?usp=drivesdk,Využití dvourozměrných polí,VYT
VY_32_INOVACE_34-03.pdf,https://drive.google.com/file/d/1idtqMFX8KaIO_oyHzO6srW2uzsHr1dES/view?usp=drivesdk,Pracovní stanice,VYT
VY_32_INOVACE_22-04.pdf,https://drive.google.com/file/d/18V9KoKboOvEh2X6NtHOupf4ngi7xEiQf/view?usp=drivesdk,"Měření teploty, bezdotykové","STT, KOM"
VY_32_INOVACE_26-05.pdf,https://drive.google.com/file/d/18z9tMM34R0ilyPQeYxzQ8PzwNzIke4_W/view?usp=drivesdk,Vícerozměrná pole,VYT
VY_32_INOVACE_34-02.pdf,https://drive.google.com/file/d/1m6eUio75pBkG1BrvZnlHf8Xt4TJzX1mB/view?usp=drivesdk,Server,VYT
VY_32_INOVACE_26-04.pdf,https://drive.google.com/file/d/1bRz-oHMiNVyb1waGR8Gc3gHeMNjtZs5K/view?usp=drivesdk,Třídění dat,VYT
VY_32_INOVACE_34-01.pdf,https://drive.google.com/file/d/15aNE_LYYr6mhSgvtiRQPFrJRim0LGH2x/view?usp=drivesdk,Počítačová síť,VYT
VY_32_INOVACE_26-03.pdf,https://drive.google.com/file/d/14pqZwa5zbbEv-marZL1OyHhSFEEQFauB/view?usp=drivesdk,Textový řetězec jako pole textových znaků,VYT
VY_32_INOVACE_26-02.pdf,https://drive.google.com/file/d/1QyEws7DJqrQcu9GnbuKS4bjYnDOnhWIC/view?usp=drivesdk,Využití jednorozměrných polí,VYT
VY_32_INOVACE_33-20.pdf,https://drive.google.com/file/d/1LrsTsLx8gCMeYSHkWSVKqb-wW5DYwLnJ/view?usp=drivesdk,MS Excel - praktické příklady finančních funkcí 2,VYT
VY_32_INOVACE_26-01.pdf,https://drive.google.com/file/d/10IxA80QWiDMDV_l-8PShOKf4fED69jNl/view?usp=drivesdk,Pole,VYT
VY_32_INOVACE_33-19.pdf,https://drive.google.com/file/d/1GCSPLkGAdl3_VIp_3uzXucv2Qo0Q81HK/view?usp=drivesdk,MS Excel - praktické příklady finančních funkcí 1,VYT
VY_32_INOVACE_33-18.pdf,https://drive.google.com/file/d/1LBDCDZl2ytYWUUKx6ebhszbkKLGLfc1V/view?usp=drivesdk,"MS Excel - budoucí hodnota, platba, úroková míra",VYT
VY_32_INOVACE_33-17.pdf,https://drive.google.com/file/d/1eCo8VjYFFWR5apDAH-k91xEyviqY9JOt/view?usp=drivesdk,MS Excel - úvod do finančních funkcí,VYT
VY_32_INOVACE_25-19.pdf,https://drive.google.com/file/d/1eZaWtxZ_fUCHJQih2TtVcrCAiPDiqIxF/view?usp=drivesdk,Cyklus řízený podmínkou s podmínkou na konci,VYT
VY_32_INOVACE_33-16.pdf,https://drive.google.com/file/d/1t4C_eXvcfFmbrFiY8tBMgMEl2TjRB2_l/view?usp=drivesdk,"MS Excel a MS Access - srovnání, výhody",VYT
VY_32_INOVACE_25-18.pdf,https://drive.google.com/file/d/14uWQBsf1Rmag1tn2ofrLdyLF5inl0A5P/view?usp=drivesdk,Cyklus řízený podmínkou s podmínkou na začátku,VYT
VY_32_INOVACE_33-15.pdf,https://drive.google.com/file/d/1Rkdz1v8sT7FuFcZDyGxs5T74dlGinXvw/view?usp=drivesdk,MS Excel - generování náh. čísel - využití 2,VYT
VY_32_INOVACE_25-16.pdf,https://drive.google.com/file/d/1ASlvlo44XbwHPFkF2F0gPawwnw49Y_Bb/view?usp=drivesdk,Postupné výpočty s využitím cyklů,VYT
VY_32_INOVACE_33-13.pdf,https://drive.google.com/file/d/11Dcy1doPTgESZZP7ZWAlRpx8MyGBGvaI/view?usp=drivesdk,MS Excel - závislost údajů - regrese,VYT
VY_32_INOVACE_18-14.pdf,https://drive.google.com/file/d/1v68xZMYyF2y4Y_7k8QZrhrRgUP1TpTI2/view?usp=drivesdk,Šablona modelu,"SPS, MEC, CAD"
VY_32_INOVACE_25-14.pdf,https://drive.google.com/file/d/1uNSJQM_a9-7JGriDP6hWXpHHV0c9dEg2/view?usp=drivesdk,Vícenásobné větvení,VYT
VY_32_INOVACE_33-11.pdf,https://drive.google.com/file/d/16cqw7OH8hLitW3uCgUQGTZ1FOBF5DA1N/view?usp=drivesdk,MS Excel - využítí vyhledávacích funkcí,VYT
VY_32_INOVACE_33-10.pdf,https://drive.google.com/file/d/16Ty2vpCFsWVIIOfWeDJCe1YaAOuYTLaN/view?usp=drivesdk,MS Excel - využítí základních databázových funkcí,VYT
VY_32_INOVACE_25-12.pdf,https://drive.google.com/file/d/1BZrZcMmCn671kZjvcJggV0BjdmoUR5KZ/view?usp=drivesdk,Podmíněný příkaz,VYT
VY_32_INOVACE_33-09.pdf,https://drive.google.com/file/d/1E-zVu7XwJEFkqhPSAdjt5fjTH_UcrBtz/view?usp=drivesdk,MS Excel - základní databázové funkce,VYT
VY_32_INOVACE_18-09.pdf,https://drive.google.com/file/d/1md42-dMugodderbgjgNPeuuXOWgjbdiL/view?usp=drivesdk,Metody konečných prvků II,"SPS, MEC, CAD"
VY_32_INOVACE_25-11.pdf,https://drive.google.com/file/d/1mW6ZL5GhX6EI6OWPh1voAhaa84kuS_xO/view?usp=drivesdk,Složený příkaz,VYT
VY_32_INOVACE_33-08.pdf,https://drive.google.com/file/d/157eg5OeqmbXuUbunzqMX9gUsg_vrUlyW/view?usp=drivesdk,MS Excel - kontigenční tabulky 2,VYT
VY_32_INOVACE_25-10.pdf,https://drive.google.com/file/d/14qpZgbh2J-5ghBRKt_6mwtxmPA5Khwdx/view?usp=drivesdk,Priorita operátorů,VYT
VY_32_INOVACE_33-07.pdf,https://drive.google.com/file/d/1c07rrx1Ey2-qLHgIM3JIL47QjLqqNkp7/view?usp=drivesdk,MS Excel - kontigenční tabulky 1,VYT
VY_32_INOVACE_18-07.pdf,https://drive.google.com/file/d/12VozIGFIZZukrqV335Ali_FpN6cC14w6/view?usp=drivesdk,Vizualizace III,"SPS, MEC, CAD"
VY_32_INOVACE_25-09.pdf,https://drive.google.com/file/d/155PMxqB9EBORcQhsadtutNRJ2sFia_FW/view?usp=drivesdk,Operátory,VYT
VY_32_INOVACE_33-06.pdf,https://drive.google.com/file/d/1yy3sLSHuYBF1v_h6GOn7IQz2-0ccyk4I/view?usp=drivesdk,MS Excel - souhrny,VYT
VY_32_INOVACE_25-08.pdf,https://drive.google.com/file/d/1Co18h-02MzQLjD0h8OsMBUwHXt5bILEM/view?usp=drivesdk,Výrazy,VYT
VY_32_INOVACE_33-05.pdf,https://drive.google.com/file/d/1PfaHO3eBUqc1-tJ9GcE8Hm0wJu73zUl9/view?usp=drivesdk,MS Excel - obecná práce s databázovou tabulkou,VYT
VY_32_INOVACE_33-04.pdf,https://drive.google.com/file/d/1J_wtIEgkqZg0RRg1kUZIs_03eTO78PXR/view?usp=drivesdk,MS Excel - složitější filtrování databáze,VYT
VY_32_INOVACE_25-06.pdf,https://drive.google.com/file/d/1UPTjAymv5b1Fmw2VV1GOeyXU638wLINJ/view?usp=drivesdk,"Deklarace proměnných a konstant, datové typy v Pascalu",VYT
VY_32_INOVACE_33-03.pdf,https://drive.google.com/file/d/123ZeaeOWh6nLBdbhOpu_PV4DlDGmLR2b/view?usp=drivesdk,MS Excel - filtrování databáze,VYT
VY_32_INOVACE_18-01.pdf,https://drive.google.com/file/d/1a7DV4rHP6xX-3EVsom4hHz0hqw82edsZ/view?usp=drivesdk,Normalizované díly I,"SPS, MEC, CAD"
VY_32_INOVACE_33-02.pdf,https://drive.google.com/file/d/19tHXkZ9slv9_-fQKzK0Yx1DGUYzPq2_N/view?usp=drivesdk,Pojem databáze v MS Excelu,VYT
VY_32_INOVACE_33-01.pdf,https://drive.google.com/file/d/1qPSdqiGysIpZ3kylfxBwFnGwiXDBmKlm/view?usp=drivesdk,Možnosti tabukových procesorů,VYT
VY_32_INOVACE_12-02.pdf,https://drive.google.com/file/d/1wVIPiXj6AVZ1EAXsKleSP_D-7auIK1Kd/view?usp=drivesdk,"Pohyb přímočarý, rovnoměrně zrychlený – zpomalený","SPS, MEC, CAD"
VY_32_INOVACE_25-03.pdf,https://drive.google.com/file/d/1XRIMYrVn0kP_NdpoX9WqyBbgaetiyvRh/view?usp=drivesdk,Proměnné a konstanty,VYT
VY_32_INOVACE_25-02.pdf,https://drive.google.com/file/d/1o5YzrOE2IT3y1AVuUnMYXmByyaTYHAII/view?usp=drivesdk,Příkazy v algoritmech,VYT
VY_32_INOVACE_32-20.pdf,https://drive.google.com/file/d/1YC_0w6zboRxTEByKD15PsTkfh4vbo1X3/view?usp=drivesdk,MySQL - práce s většími daty,VYT
VY_32_INOVACE_25-01.pdf,https://drive.google.com/file/d/1FjLspXw4YDNg972b4UrLHC7l5u6_c70W/view?usp=drivesdk,Základní pojmy programování,VYT
VY_32_INOVACE_12-01.pdf,https://drive.google.com/file/d/1HBtgb2JPTfizL77UqsC4KdXLCrzsr846/view?usp=drivesdk,Pohyb přímočarý rovnoměrný,"SPS, MEC, CAD"
VY_32_INOVACE_32-19.pdf,https://drive.google.com/file/d/1fgdRU0N6VB44-gJMyVJTEsEQtA3Pvclc/view?usp=drivesdk,MySQL - relace,VYT
VY_32_INOVACE_21-20.pdf,https://drive.google.com/file/d/1yJK-X2gzxpOD0UW3O-l2vVsKH4RV_oQK/view?usp=drivesdk,Lepení,"STT, KOM"
VY_32_INOVACE_24-19.pdf,https://drive.google.com/file/d/1QyhtoBQWPXH0_0LxvVGfj8tYZG90A374/view?usp=drivesdk,"Základy praktické metalografie, příprava vzorku","STT, KOM"
VY_32_INOVACE_24-18.pdf,https://drive.google.com/file/d/15m9xft2GJ00qNvJQADGwOd4lf6I1TKbJ/view?usp=drivesdk,Technická prohlídka vozidla (STK),"STT, KOM"
VY_32_INOVACE_21-19.pdf,https://drive.google.com/file/d/13BVRf-cUoCR3e0urjMMRdEw2XgK4FkFz/view?usp=drivesdk,Pájení,"STT, KOM"
VY_32_INOVACE_21-18.pdf,https://drive.google.com/file/d/1zsrZTWQKC3XexDmDfjh8mnwTsUbiLF_d/view?usp=drivesdk,Svařování plastů,"STT, KOM"
VY_32_INOVACE_24-17.pdf,https://drive.google.com/file/d/1VtwBhcr8OMiBKpChs3VScxkycf-v--ae/view?usp=drivesdk,Měření emisí motorových vozidel,"STT, KOM"
VY_32_INOVACE_21-17.pdf,https://drive.google.com/file/d/1yvFIeUVlLpTu29uYhUNP1u1hE0UUGBZJ/view?usp=drivesdk,Netradiční způsoby,"STT, KOM"
VY_32_INOVACE_24-16.pdf,https://drive.google.com/file/d/16NE_64bHrjx6c64EPCbFCHFNgMhKKOcg/view?usp=drivesdk,Měření výkonu motorů,"STT, KOM"
VY_32_INOVACE_21-16.pdf,https://drive.google.com/file/d/1d_YkBxFjwcYKH-FJEGhlMYTA1AqVwGKC/view?usp=drivesdk,Svařování el. odporem,"STT, KOM"
VY_32_INOVACE_24-15.pdf,https://drive.google.com/file/d/1yAYkwlfWriapvr4r4OphsSd-j-Lj9mS8/view?usp=drivesdk,Kontrola hydrodynamického čerpadla,"STT, KOM"
VY_32_INOVACE_21-15.pdf,https://drive.google.com/file/d/1Bos3JuzaXqs8b2i1fZJwGDCuu5EvgqLB/view?usp=drivesdk,Svařování WIG – TIG,"STT, KOM"
VY_32_INOVACE_24-14.pdf,https://drive.google.com/file/d/1TngVriafb9O1ltqDRz_zwUdXzu3J4b8v/view?usp=drivesdk,Kontrola ventilátoru,"STT, KOM"
VY_32_INOVACE_21-14.pdf,https://drive.google.com/file/d/1beT1AZUQxsDw4rfR32SsDVJBeLYgTTWm/view?usp=drivesdk,"Svařování MAG, MIG","STT, KOM"
VY_32_INOVACE_24-13.pdf,https://drive.google.com/file/d/1BZK2AQMdBD8GBCgcY3h94T6UWorICSYk/view?usp=drivesdk,Kontrola tlakových nádob,"STT, KOM"
VY_32_INOVACE_21-13.pdf,https://drive.google.com/file/d/1FdhYt6MHXfoTs09-maUugNFmHs_x42aK/view?usp=drivesdk,Svařování v ochranné atmosféře,"STT, KOM"
VY_32_INOVACE_24-11.pdf,https://drive.google.com/file/d/1-Hykip91InihUql2Rcn9naklf39-ical/view?usp=drivesdk,Kontrola obráběcích strojů – vrtačky a vyvrtávačky,"STT, KOM"
VY_32_INOVACE_24-10.pdf,https://drive.google.com/file/d/1dEMTJ3pMqc0HtgJPikl3vEApajiiPlmC/view?usp=drivesdk,Kontrola obráběcích strojů – frézky,"STT, KOM"
VY_32_INOVACE_21-11.pdf,https://drive.google.com/file/d/10plp6RxZUbxtHWMMYWCBG2_vXXNcVNW-/view?usp=drivesdk,Svařování el.obloukem obalenou elektrodou,"STT, KOM"
VY_32_INOVACE_21-10.pdf,https://drive.google.com/file/d/11dOiVX3GfU19mmpQ8J3gwIo5gt547-Iw/view?usp=drivesdk,"Rozdělení a druhy elektrod, značení, volba","STT, KOM"
VY_32_INOVACE_24-09.pdf,https://drive.google.com/file/d/1F1MVEqiyB5htW3Ye3tWE6zGP7pctv6KQ/view?usp=drivesdk,Kontrola obráběcích strojů – soustruhy,"STT, KOM"
VY_32_INOVACE_24-08.pdf,https://drive.google.com/file/d/149XhZGrtS1P00Kwq43y66cKLEGsI0fyZ/view?usp=drivesdk,"Kontrola obráběcích strojů, zásady a pomůcky","STT, KOM"
VY_32_INOVACE_21-09.pdf,https://drive.google.com/file/d/1754BrteRCduiG8n4vhnGwItNHre9zQvJ/view?usp=drivesdk,Svařování el. obloukem,"STT, KOM"
VY_32_INOVACE_21-08.pdf,https://drive.google.com/file/d/1ATh_1DiRq6Sbk3mM5WLouNIUO2bwWEL9/view?usp=drivesdk,Plyny pro svařování a řezání plamenem,"STT, KOM"
VY_32_INOVACE_24-07.pdf,https://drive.google.com/file/d/11Age6enLG6D8DpIN0GHTxkELDVdxOjIV/view?usp=drivesdk,"Vyvažování, metody","STT, KOM"
VY_32_INOVACE_24-06.pdf,https://drive.google.com/file/d/1myf6n_9KMDF872CKNbnxJslL4WUKOwwr/view?usp=drivesdk,"Vyvažování, základní pojmy","STT, KOM"
VY_32_INOVACE_21-07.pdf,https://drive.google.com/file/d/1x6wI8aIdNBtUv7_AjLydOEnAGxTNmpyW/view?usp=drivesdk,"Druhy hořáků, plamenů","STT, KOM"
VY_32_INOVACE_21-06.pdf,https://drive.google.com/file/d/1j8k-ulynM8jN6YAme4UwrV6qo0bjC6CP/view?usp=drivesdk,"Svařování plamenem, zařízení","STT, KOM"
VY_32_INOVACE_24-05.pdf,https://drive.google.com/file/d/1p3ZJIzYgANvLKexLVujkfD29Il7XsiNA/view?usp=drivesdk,Měření vibrací,"STT, KOM"
VY_32_INOVACE_21-05.pdf,https://drive.google.com/file/d/1S7UMc43GAmRLFhVNcefn844Pl2oGRhsw/view?usp=drivesdk,"Polohy a způsoby, TZ spojů","STT, KOM"
VY_32_INOVACE_24-04.pdf,https://drive.google.com/file/d/1mGq6YhaNUZEjrZ-wWkK9QTdiG9wVySGd/view?usp=drivesdk,Měření otáček,"STT, KOM"
VY_32_INOVACE_21-04.pdf,https://drive.google.com/file/d/1P6UQxWwUy5-PVU9wuEGysMBcX0v87idv/view?usp=drivesdk,"Krystalizace, jakost spoje, pnutí a deformace","STT, KOM"
